# group,element,VR,keyword,VM,name
0018,9296,FD,ChemicalShiftMaximumIntegrationLimitInppm,1,"Chemical Shift Maximum Integration Limit in ppm"
0018,9297,CS,WaterReferenceAcquisition,1,"Water Reference Acquisition"
0018,9298,IS,EchoPeakPosition,1,"Echo Peak Position"
0018,9301,SQ,CTAcquisitionTypeSequence,1,"CT Acquisition Type Sequence"
0018,9302,CS,AcquisitionType,1,"Acquisition Type"
0018,9303,FD,TubeAngle,1,"Tube Angle"
0018,9304,SQ,CTAcquisitionDetailsSequence,1,"CT Acquisition Details Sequence"
0018,9305,FD,RevolutionTime,1,"Revolution Time"
0018,9306,FD,SingleCollimationWidth,1,"Single Collimation Width"
0018,9307,FD,TotalCollimationWidth,1,"Total Collimation Width"
0018,9308,SQ,CTTableDynamicsSequence,1,"CT Table Dynamics Sequence"
0018,9309,FD,TableSpeed,1,"Table Speed"
0018,9310,FD,TableFeedPerRotation,1,"Table Feed per Rotation"
0018,9311,FD,SpiralPitchFactor,1,"Spiral Pitch Factor"
0018,9312,SQ,CTGeometrySequence,1,"CT Geometry Sequence"
0018,9313,FD,DataCollectionCenterPatient,3,"Data Collection Center (Patient)"
0018,9314,SQ,CTReconstructionSequence,1,"CT Reconstruction Sequence"
0018,9315,CS,ReconstructionAlgorithm,1,"Reconstruction Algorithm"
0018,9316,CS,ConvolutionKernelGroup,1,"Convolution Kernel Group"
0018,9317,FD,ReconstructionFieldOfView,2,"Reconstruction Field of View"
0018,9318,FD,ReconstructionTargetCenterPatient,3,"Reconstruction Target Center (Patient)"
0018,9319,FD,ReconstructionAngle,1,"Reconstruction Angle"
0018,9320,SH,ImageFilter,1,"Image Filter"
0018,9321,SQ,CTExposureSequence,1,"CT Exposure Sequence"
0018,9322,FD,ReconstructionPixelSpacing,2,"Reconstruction Pixel Spacing"
0018,9323,CS,ExposureModulationType,1-n,"Exposure Modulation Type"
0018,9324,FD,EstimatedDoseSaving,1,"Estimated Dose Saving"
0018,9325,SQ,CTXRayDetailsSequence,1,"CT X-Ray Details Sequence"
0018,9326,SQ,CTPositionSequence,1,"CT Position Sequence"
0018,9327,FD,TablePosition,1,"Table Position"
0018,9328,FD,ExposureTimeInms,1,"Exposure Time in ms"
0018,9329,SQ,CTImageFrameTypeSequence,1,"CT Image Frame Type Sequence"
0018,9330,FD,XRayTubeCurrentInmA,1,"X-Ray Tube Current in mA"
0018,9332,FD,ExposureInmAs,1,"Exposure in mAs"
0018,9333,CS,ConstantVolumeFlag,1,"Constant Volume Flag"
0018,9334,CS,FluoroscopyFlag,1,"Fluoroscopy Flag"
0018,9335,FD,DistanceSourceToDataCollectionCenter,1,"Distance Source to Data Collection Center"
0018,9337,US,ContrastBolusAgentNumber,1,"Contrast/Bolus Agent Number"
0018,9338,SQ,ContrastBolusIngredientCodeSequence,1,"Contrast/Bolus Ingredient Code Sequence"
0018,9340,SQ,ContrastAdministrationProfileSequence,1,"Contrast Administration Profile Sequence"
0018,9341,SQ,ContrastBolusUsageSequence,1,"Contrast/Bolus Usage Sequence"
0018,9342,CS,ContrastBolusAgentAdministered,1,"Contrast/Bolus Agent Administered"
0018,9343,CS,ContrastBolusAgentDetected,1,"Contrast/Bolus Agent Detected"
0018,9344,CS,ContrastBolusAgentPhase,1,"Contrast/Bolus Agent Phase"
0018,9345,FD,CTDIvol,1,"CTDIvol"
0018,9346,SQ,CTDIPhantomTypeCodeSequence,1,"CTDI Phantom Type Code Sequence"
0018,9351,FL,CalciumScoringMassFactorPatient,1,"Calcium Scoring Mass Factor Patient"
0018,9352,FL,CalciumScoringMassFactorDevice,3,"Calcium Scoring Mass Factor Device"
0018,9353,FL,EnergyWeightingFactor,1,"Energy Weighting Factor"
0018,9360,SQ,CTAdditionalXRaySourceSequence,1,"CT Additional X-Ray Source Sequence"
0018,9401,SQ,ProjectionPixelCalibrationSequence,1,"Projection Pixel Calibration Sequence"
0018,9402,FL,DistanceSourceToIsocenter,1,"Distance Source to Isocenter"
0018,9403,FL,DistanceObjectToTableTop,1,"Distance Object to Table Top"
0018,9404,FL,ObjectPixelSpacingInCenterOfBeam,2,"Object Pixel Spacing in Center of Beam"
0018,9405,SQ,PositionerPositionSequence,1,"Positioner Position Sequence"
0018,9406,SQ,TablePositionSequence,1,"Table Position Sequence"
0018,9407,SQ,CollimatorShapeSequence,1,"Collimator Shape Sequence"
0018,9410,CS,PlanesInAcquisition,1,"Planes in Acquisition"
0018,9412,SQ,XAXRFFrameCharacteristicsSequence,1,"XA/XRF Frame Characteristics Sequence"
0018,9417,SQ,FrameAcquisitionSequence,1,"Frame Acquisition Sequence"
0018,9420,CS,XRayReceptorType,1,"X-Ray Receptor Type"
0018,9423,LO,AcquisitionProtocolName,1,"Acquisition Protocol Name"
0018,9424,LT,AcquisitionProtocolDescription,1,"Acquisition Protocol Description"
0018,9425,CS,ContrastBolusIngredientOpaque,1,"Contrast/Bolus Ingredient Opaque"
0018,9426,FL,DistanceReceptorPlaneToDetectorHousing,1,"Distance Receptor Plane to Detector Housing"
0018,9427,CS,IntensifierActiveShape,1,"Intensifier Active Shape"
0018,9428,FL,IntensifierActiveDimensions,1-2,"Intensifier Active Dimension(s)"
0018,9429,FL,PhysicalDetectorSize,2,"Physical Detector Size"
0018,9430,FL,PositionOfIsocenterProjection,2,"Position of Isocenter Projection"
0018,9432,SQ,FieldOfViewSequence,1,"Field of View Sequence"
0018,9433,LO,FieldOfViewDescription,1,"Field of View Description"
0018,9434,SQ,ExposureControlSensingRegionsSequence,1,"Exposure Control Sensing Regions Sequence"
0018,9435,CS,ExposureControlSensingRegionShape,1,"Exposure Control Sensing Region Shape"
0018,9436,SS,ExposureControlSensingRegionLeftVerticalEdge,1,"Exposure Control Sensing Region Left Vertical Edge"
0018,9437,SS,ExposureControlSensingRegionRightVerticalEdge,1,"Exposure Control Sensing Region Right Vertical Edge"
0018,9438,SS,ExposureControlSensingRegionUpperHorizontalEdge,1,"Exposure Control Sensing Region Upper Horizontal Edge"
0018,9439,SS,ExposureControlSensingRegionLowerHorizontalEdge,1,"Exposure Control Sensing Region Lower Horizontal Edge"
0018,9440,SS,CenterOfCircularExposureControlSensingRegion,2,"Center of Circular Exposure Control Sensing Region"
0018,9441,US,RadiusOfCircularExposureControlSensingRegion,1,"Radius of Circular Exposure Control Sensing Region"
0018,9442,SS,VerticesOfThePolygonalExposureControlSensingRegion,2-n,"Vertices of the Polygonal Exposure Control Sensing Region"
0018,9445,OB,,1,"Retired-blank"
0018,9447,FL,ColumnAngulationPatient,1,"Column Angulation (Patient)"
0018,9449,FL,BeamAngle,1,"Beam Angle"
0018,9451,SQ,FrameDetectorParametersSequence,1,"Frame Detector Parameters Sequence"
0018,9452,FL,CalculatedAnatomyThickness,1,"Calculated Anatomy Thickness"
0018,9455,SQ,CalibrationSequence,1,"Calibration Sequence"
0018,9456,SQ,ObjectThicknessSequence,1,"Object Thickness Sequence"
0018,9457,CS,PlaneIdentification,1,"Plane Identification"
0018,9461,FL,FieldOfViewDimensionsInFloat,1-2,"Field of View Dimension(s) in Float"
0018,9462,SQ,IsocenterReferenceSystemSequence,1,"Isocenter Reference System Sequence"
0018,9463,FL,PositionerIsocenterPrimaryAngle,1,"Positioner Isocenter Primary Angle"
0018,9464,FL,PositionerIsocenterSecondaryAngle,1,"Positioner Isocenter Secondary Angle"
0018,9465,FL,PositionerIsocenterDetectorRotationAngle,1,"Positioner Isocenter Detector Rotation Angle"
0018,9466,FL,TableXPositionToIsocenter,1,"Table X Position to Isocenter"
0018,9467,FL,TableYPositionToIsocenter,1,"Table Y Position to Isocenter"
0018,9468,FL,TableZPositionToIsocenter,1,"Table Z Position to Isocenter"
0018,9469,FL,TableHorizontalRotationAngle,1,"Table Horizontal Rotation Angle"
0018,9470,FL,TableHeadTiltAngle,1,"Table Head Tilt Angle"
0018,9471,FL,TableCradleTiltAngle,1,"Table Cradle Tilt Angle"
0018,9472,SQ,FrameDisplayShutterSequence,1,"Frame Display Shutter Sequence"
0018,9473,FL,AcquiredImageAreaDoseProduct,1,"Acquired Image Area Dose Product"
0018,9474,CS,CArmPositionerTabletopRelationship,1,"C-arm Positioner Tabletop Relationship"
0018,9476,SQ,XRayGeometrySequence,1,"X-Ray Geometry Sequence"
0018,9477,SQ,IrradiationEventIdentificationSequence,1,"Irradiation Event Identification Sequence"
0018,9504,SQ,XRay3DFrameTypeSequence,1,"X-Ray 3D Frame Type Sequence"
0018,9506,SQ,ContributingSourcesSequence,1,"Contributing Sources Sequence"
0018,9507,SQ,XRay3DAcquisitionSequence,1,"X-Ray 3D Acquisition Sequence"
0018,9508,FL,PrimaryPositionerScanArc,1,"Primary Positioner Scan Arc"
0018,9509,FL,SecondaryPositionerScanArc,1,"Secondary Positioner Scan Arc"
0018,9510,FL,PrimaryPositionerScanStartAngle,1,"Primary Positioner Scan Start Angle"
0018,9511,FL,SecondaryPositionerScanStartAngle,1,"Secondary Positioner Scan Start Angle"
0018,9514,FL,PrimaryPositionerIncrement,1,"Primary Positioner Increment"
0018,9515,FL,SecondaryPositionerIncrement,1,"Secondary Positioner Increment"
0018,9516,DT,StartAcquisitionDateTime,1,"Start Acquisition DateTime"
0018,9517,DT,EndAcquisitionDateTime,1,"End Acquisition DateTime"
0018,9518,SS,PrimaryPositionerIncrementSign,1,"Primary Positioner Increment Sign"
0018,9519,SS,SecondaryPositionerIncrementSign,1,"Secondary Positioner Increment Sign"
0018,9524,LO,ApplicationName,1,"Application Name"
0018,9525,LO,ApplicationVersion,1,"Application Version"
0018,9526,LO,ApplicationManufacturer,1,"Application Manufacturer"
0018,9527,CS,AlgorithmType,1,"Algorithm Type"
0018,9528,LO,AlgorithmDescription,1,"Algorithm Description"
0018,9530,SQ,XRay3DReconstructionSequence,1,"X-Ray 3D Reconstruction Sequence"
0018,9531,LO,ReconstructionDescription,1,"Reconstruction Description"
0018,9538,SQ,PerProjectionAcquisitionSequence,1,"Per Projection Acquisition Sequence"
0018,9541,SQ,DetectorPositionSequence,1,"Detector Position Sequence"
0018,9542,SQ,XRayAcquisitionDoseSequence,1,"X-Ray Acquisition Dose Sequence"
0018,9543,FD,XRaySourceIsocenterPrimaryAngle,1,"X-Ray Source Isocenter Primary Angle"
0018,9544,FD,XRaySourceIsocenterSecondaryAngle,1,"X-Ray Source Isocenter Secondary Angle"
0018,9545,FD,BreastSupportIsocenterPrimaryAngle,1,"Breast Support Isocenter Primary Angle"
0018,9546,FD,BreastSupportIsocenterSecondaryAngle,1,"Breast Support Isocenter Secondary Angle"
0018,9547,FD,BreastSupportXPositionToIsocenter,1,"Breast Support X Position to Isocenter"
0018,9548,FD,BreastSupportYPositionToIsocenter,1,"Breast Support Y Position to Isocenter"
0018,9549,FD,BreastSupportZPositionToIsocenter,1,"Breast Support Z Position to Isocenter"
0018,9550,FD,DetectorIsocenterPrimaryAngle,1,"Detector Isocenter Primary Angle"
0018,9551,FD,DetectorIsocenterSecondaryAngle,1,"Detector Isocenter Secondary Angle"
0018,9552,FD,DetectorXPositionToIsocenter,1,"Detector X Position to Isocenter"
0018,9553,FD,DetectorYPositionToIsocenter,1,"Detector Y Position to Isocenter"
0018,9554,FD,DetectorZPositionToIsocenter,1,"Detector Z Position to Isocenter"
0018,9555,SQ,XRayGridSequence,1,"X-Ray Grid Sequence"
0018,9556,SQ,XRayFilterSequence,1,"X-Ray Filter Sequence"
0018,9557,FD,DetectorActiveAreaTLHCPosition,3,"Detector Active Area TLHC Position"
0018,9558,FD,DetectorActiveAreaOrientation,6,"Detector Active Area Orientation"
0018,9559,CS,PositionerPrimaryAngleDirection,1,"Positioner Primary Angle Direction"
0018,9601,SQ,DiffusionBMatrixSequence,1,"Diffusion b-matrix Sequence"
0018,9602,FD,DiffusionBValueXX,1,"Diffusion b-value XX"
0018,9603,FD,DiffusionBValueXY,1,"Diffusion b-value XY"
0018,9604,FD,DiffusionBValueXZ,1,"Diffusion b-value XZ"
0018,9605,FD,DiffusionBValueYY,1,"Diffusion b-value YY"
0018,9606,FD,DiffusionBValueYZ,1,"Diffusion b-value YZ"
0018,9607,FD,DiffusionBValueZZ,1,"Diffusion b-value ZZ"
0018,9621,SQ,FunctionalMRSequence,1,"Functional MR Sequence"
0018,9622,CS,FunctionalSettlingPhaseFramesPresent,1,"Functional Settling Phase Frames Present"
0018,9623,DT,FunctionalSyncPulse,1,"Functional Sync Pulse"
0018,9624,CS,SettlingPhaseFrame,1,"Settling Phase Frame"
0018,9701,DT,DecayCorrectionDateTime,1,"Decay Correction DateTime"
0018,9715,FD,StartDensityThreshold,1,"Start Density Threshold"
0018,9716,FD,StartRelativeDensityDifferenceThreshold,1,"Start Relative Density Difference Threshold"
0018,9717,FD,StartCardiacTriggerCountThreshold,1,"Start Cardiac Trigger Count Threshold"
0018,9718,FD,StartRespiratoryTriggerCountThreshold,1,"Start Respiratory Trigger Count Threshold"
0018,9719,FD,TerminationCountsThreshold,1,"Termination Counts Threshold"
0018,9720,FD,TerminationDensityThreshold,1,"Termination Density Threshold"
0018,9721,FD,TerminationRelativeDensityThreshold,1,"Termination Relative Density Threshold"
0018,9722,FD,TerminationTimeThreshold,1,"Termination Time Threshold"
0018,9723,FD,TerminationCardiacTriggerCountThreshold,1,"Termination Cardiac Trigger Count Threshold"
0018,9724,FD,TerminationRespiratoryTriggerCountThreshold,1,"Termination Respiratory Trigger Count Threshold"
0018,9725,CS,DetectorGeometry,1,"Detector Geometry"
0018,9726,FD,TransverseDetectorSeparation,1,"Transverse Detector Separation"
0018,9727,FD,AxialDetectorDimension,1,"Axial Detector Dimension"
0018,9729,US,RadiopharmaceuticalAgentNumber,1,"Radiopharmaceutical Agent Number"
0018,9732,SQ,PETFrameAcquisitionSequence,1,"PET Frame Acquisition Sequence"
0018,9733,SQ,PETDetectorMotionDetailsSequence,1,"PET Detector Motion Details Sequence"
0018,9734,SQ,PETTableDynamicsSequence,1,"PET Table Dynamics Sequence"
0018,9735,SQ,PETPositionSequence,1,"PET Position Sequence"
0018,9736,SQ,PETFrameCorrectionFactorsSequence,1,"PET Frame Correction Factors Sequence"
0018,9737,SQ,RadiopharmaceuticalUsageSequence,1,"Radiopharmaceutical Usage Sequence"
0018,9738,CS,AttenuationCorrectionSource,1,"Attenuation Correction Source"
0018,9739,US,NumberOfIterations,1,"Number of Iterations"
0018,9740,US,NumberOfSubsets,1,"Number of Subsets"
0018,9749,SQ,PETReconstructionSequence,1,"PET Reconstruction Sequence"
0018,9751,SQ,PETFrameTypeSequence,1,"PET Frame Type Sequence"
0018,9755,CS,TimeOfFlightInformationUsed,1,"Time of Flight Information Used"
0018,9756,CS,ReconstructionType,1,"Reconstruction Type"
0018,9758,CS,DecayCorrected,1,"Decay Corrected"
0018,9759,CS,AttenuationCorrected,1,"Attenuation Corrected"
0018,9760,CS,ScatterCorrected,1,"Scatter Corrected"
0018,9761,CS,DeadTimeCorrected,1,"Dead Time Corrected"
0018,9762,CS,GantryMotionCorrected,1,"Gantry Motion Corrected"
0018,9763,CS,PatientMotionCorrected,1,"Patient Motion Corrected"
0018,9764,CS,CountLossNormalizationCorrected,1,"Count Loss Normalization Corrected"
0018,9765,CS,RandomsCorrected,1,"Randoms Corrected"
0018,9766,CS,NonUniformRadialSamplingCorrected,1,"Non-uniform Radial Sampling Corrected"
0018,9767,CS,SensitivityCalibrated,1,"Sensitivity Calibrated"
0018,9768,CS,DetectorNormalizationCorrection,1,"Detector Normalization Correction"
0018,9769,CS,IterativeReconstructionMethod,1,"Iterative Reconstruction Method"
0018,9770,CS,AttenuationCorrectionTemporalRelationship,1,"Attenuation Correction Temporal Relationship"
0018,9771,SQ,PatientPhysiologicalStateSequence,1,"Patient Physiological State Sequence"
0018,9772,SQ,PatientPhysiologicalStateCodeSequence,1,"Patient Physiological State Code Sequence"
0018,9801,FD,DepthsOfFocus,1-n,"Depth(s) of Focus"
0018,9803,SQ,ExcludedIntervalsSequence,1,"Excluded Intervals Sequence"
0018,9804,DT,ExclusionStartDateTime,1,"Exclusion Start DateTime"
0018,9805,FD,ExclusionDuration,1,"Exclusion Duration"
0018,9806,SQ,USImageDescriptionSequence,1,"US Image Description Sequence"
0018,9807,SQ,ImageDataTypeSequence,1,"Image Data Type Sequence"
0018,9808,CS,DataType,1,"Data Type"
0018,9809,SQ,TransducerScanPatternCodeSequence,1,"Transducer Scan Pattern Code Sequence"
0018,980b,CS,AliasedDataType,1,"Aliased Data Type"
0018,980c,CS,PositionMeasuringDeviceUsed,1,"Position Measuring Device Used"
0018,980d,SQ,TransducerGeometryCodeSequence,1,"Transducer Geometry Code Sequence"
0018,980e,SQ,TransducerBeamSteeringCodeSequence,1,"Transducer Beam Steering Code Sequence"
0018,980f,SQ,TransducerApplicationCodeSequence,1,"Transducer Application Code Sequence"
0018,9810,US or SS,ZeroVelocityPixelValue,1,"Zero Velocity Pixel Value"
0018,9900,LO,ReferenceLocationLabel,1,"Reference Location Label"
0018,9901,UT,ReferenceLocationDescription,1,"Reference Location Description"
0018,9902,SQ,ReferenceBasisCodeSequence,1,"Reference Basis Code Sequence"
0018,9903,SQ,ReferenceGeometryCodeSequence,1,"Reference Geometry Code Sequence"
0018,9904,DS,OffsetDistance,1,"Offset Distance"
0018,9905,CS,OffsetDirection,1,"Offset Direction"
0018,9906,SQ,PotentialScheduledProtocolCodeSequence,1,"Potential Scheduled Protocol Code Sequence"
0018,9907,SQ,PotentialRequestedProcedureCodeSequence,1,"Potential Requested Procedure Code Sequence"
0018,9908,UC,PotentialReasonsForProcedure,1-n,"Potential Reasons for Procedure"
0018,9909,SQ,PotentialReasonsForProcedureCodeSequence,1,"Potential Reasons for Procedure Code Sequence"
0018,990a,UC,PotentialDiagnosticTasks,1-n,"Potential Diagnostic Tasks"
0018,990b,SQ,ContraindicationsCodeSequence,1,"Contraindications Code Sequence"
0018,990c,SQ,ReferencedDefinedProtocolSequence,1,"Referenced Defined Protocol Sequence"
0018,990d,SQ,ReferencedPerformedProtocolSequence,1,"Referenced Performed Protocol Sequence"
0018,990e,SQ,PredecessorProtocolSequence,1,"Predecessor Protocol Sequence"
0018,990f,UT,ProtocolPlanningInformation,1,"Protocol Planning Information"
0018,9910,UT,ProtocolDesignRationale,1,"Protocol Design Rationale"
0018,9911,SQ,PatientSpecificationSequence,1,"Patient Specification Sequence"
0018,9912,SQ,ModelSpecificationSequence,1,"Model Specification Sequence"
0018,9913,SQ,ParametersSpecificationSequence,1,"Parameters Specification Sequence"
0018,9914,SQ,InstructionSequence,1,"Instruction Sequence"
0018,9915,US,InstructionIndex,1,"Instruction Index"
0018,9916,LO,InstructionText,1,"Instruction Text"
0018,9917,UT,InstructionDescription,1,"Instruction Description"
0018,9918,CS,InstructionPerformedFlag,1,"Instruction Performed Flag"
0018,9919,DT,InstructionPerformedDateTime,1,"Instruction Performed DateTime"
0018,991a,UT,InstructionPerformanceComment,1,"Instruction Performance Comment"
0018,991b,SQ,PatientPositioningInstructionSequence,1,"Patient Positioning Instruction Sequence"
0018,991c,SQ,PositioningMethodCodeSequence,1,"Positioning Method Code Sequence"
0018,991d,SQ,PositioningLandmarkSequence,1,"Positioning Landmark Sequence"
0018,991e,UI,TargetFrameOfReferenceUID,1,"Target Frame of Reference UID"
0018,991f,SQ,AcquisitionProtocolElementSpecificationSequence,1,"Acquisition Protocol Element Specification Sequence"
0018,9920,SQ,AcquisitionProtocolElementSequence,1,"Acquisition Protocol Element Sequence"
0018,9921,US,ProtocolElementNumber,1,"Protocol Element Number"
0018,9922,LO,ProtocolElementName,1,"Protocol Element Name"
0018,9923,UT,ProtocolElementCharacteristicsSummary,1,"Protocol Element Characteristics Summary"
0018,9924,UT,ProtocolElementPurpose,1,"Protocol Element Purpose"
0018,9930,CS,AcquisitionMotion,1,"Acquisition Motion"
0018,9931,SQ,AcquisitionStartLocationSequence,1,"Acquisition Start Location Sequence"
0018,9932,SQ,AcquisitionEndLocationSequence,1,"Acquisition End Location Sequence"
0018,9933,SQ,ReconstructionProtocolElementSpecificationSequence,1,"Reconstruction Protocol Element Specification Sequence"
0018,9934,SQ,ReconstructionProtocolElementSequence,1,"Reconstruction Protocol Element Sequence"
0018,9935,SQ,StorageProtocolElementSpecificationSequence,1,"Storage Protocol Element Specification Sequence"
0018,9936,SQ,StorageProtocolElementSequence,1,"Storage Protocol Element Sequence"
0018,9937,LO,RequestedSeriesDescription,1,"Requested Series Description"
0018,9938,US,SourceAcquisitionProtocolElementNumber,1-n,"Source Acquisition Protocol Element Number"
0018,9939,US,SourceAcquisitionBeamNumber,1-n,"Source Acquisition Beam Number"
0018,993a,US,SourceReconstructionProtocolElementNumber,1-n,"Source Reconstruction Protocol Element Number"
0018,993b,SQ,ReconstructionStartLocationSequence,1,"Reconstruction Start Location Sequence"
0018,993c,SQ,ReconstructionEndLocationSequence,1,"Reconstruction End Location Sequence"
0018,993d,SQ,ReconstructionAlgorithmSequence,1,"Reconstruction Algorithm Sequence"
0018,993e,SQ,ReconstructionTargetCenterLocationSequence,1,"Reconstruction Target Center Location Sequence"
0018,9941,UT,ImageFilterDescription,1,"Image Filter Description"
0018,9942,FD,CTDIvolNotificationTrigger,1,"CTDIvol Notification Trigger"
0018,9943,FD,DLPNotificationTrigger,1,"DLP Notification Trigger"
0018,9944,CS,AutoKVPSelectionType,1,"Auto KVP Selection Type"
0018,9945,FD,AutoKVPUpperBound,1,"Auto KVP Upper Bound"
0018,9946,FD,AutoKVPLowerBound,1,"Auto KVP Lower Bound"
0018,9947,CS,ProtocolDefinedPatientPosition,1,"Protocol Defined Patient Position"
0018,a001,SQ,ContributingEquipmentSequence,1,"Contributing Equipment Sequence"
0018,a002,DT,ContributionDateTime,1,"Contribution DateTime"
0018,a003,ST,ContributionDescription,1,"Contribution Description"
0020,000d,UI,StudyInstanceUID,1,"Study Instance UID"
0020,000e,UI,SeriesInstanceUID,1,"Series Instance UID"
0020,0010,SH,StudyID,1,"Study ID"
0020,0011,IS,SeriesNumber,1,"Series Number"
0020,0012,IS,AcquisitionNumber,1,"Acquisition Number"
0020,0013,IS,InstanceNumber,1,"Instance Number"
0020,0014,IS,IsotopeNumber,1,"Isotope Number"
0020,0015,IS,PhaseNumber,1,"Phase Number"
0020,0016,IS,IntervalNumber,1,"Interval Number"
0020,0017,IS,TimeSlotNumber,1,"Time Slot Number"
0020,0018,IS,AngleNumber,1,"Angle Number"
0020,0019,IS,ItemNumber,1,"Item Number"
0020,0020,CS,PatientOrientation,2,"Patient Orientation"
0020,0022,IS,OverlayNumber,1,"Overlay Number"
0020,0024,IS,CurveNumber,1,"Curve Number"
0020,0026,IS,LUTNumber,1,"LUT Number"
0020,0030,DS,ImagePosition,3,"Image Position"
0020,0032,DS,ImagePositionPatient,3,"Image Position (Patient)"
0020,0035,DS,ImageOrientation,6,"Image Orientation"
0020,0037,DS,ImageOrientationPatient,6,"Image Orientation (Patient)"
0020,0050,DS,Location,1,"Location"
0020,0052,UI,FrameOfReferenceUID,1,"Frame of Reference UID"
0020,0060,CS,Laterality,1,"Laterality"
0020,0062,CS,ImageLaterality,1,"Image Laterality"
0020,0070,LO,ImageGeometryType,1,"Image Geometry Type"
0020,0080,CS,MaskingImage,1-n,"Masking Image"
0020,00aa,IS,ReportNumber,1,"Report Number"
0020,0100,IS,TemporalPositionIdentifier,1,"Temporal Position Identifier"
0020,0105,IS,NumberOfTemporalPositions,1,"Number of Temporal Positions"
0020,0110,DS,TemporalResolution,1,"Temporal Resolution"
0020,0200,UI,SynchronizationFrameOfReferenceUID,1,"Synchronization Frame of Reference UID"
0020,0242,UI,SOPInstanceUIDOfConcatenationSource,1,"SOP Instance UID of Concatenation Source"
0020,1000,IS,SeriesInStudy,1,"Series in Study"
0020,1001,IS,AcquisitionsInSeries,1,"Acquisitions in Series"
0020,1002,IS,ImagesInAcquisition,1,"Images in Acquisition"
0020,1003,IS,ImagesInSeries,1,"Images in Series"
0020,1004,IS,AcquisitionsInStudy,1,"Acquisitions in Study"
0020,1005,IS,ImagesInStudy,1,"Images in Study"
0020,1020,LO,Reference,1-n,"Reference"
0020,103f,LO,TargetPositionReferenceIndicator,1,"Target Position Reference Indicator"
0020,1040,LO,PositionReferenceIndicator,1,"Position Reference Indicator"
0020,1041,DS,SliceLocation,1,"Slice Location"
0020,1070,IS,OtherStudyNumbers,1-n,"Other Study Numbers"
0020,1200,IS,NumberOfPatientRelatedStudies,1,"Number of Patient Related Studies"
0020,1202,IS,NumberOfPatientRelatedSeries,1,"Number of Patient Related Series"
0020,1204,IS,NumberOfPatientRelatedInstances,1,"Number of Patient Related Instances"
0020,1206,IS,NumberOfStudyRelatedSeries,1,"Number of Study Related Series"
0020,1208,IS,NumberOfStudyRelatedInstances,1,"Number of Study Related Instances"
0020,1209,IS,NumberOfSeriesRelatedInstances,1,"Number of Series Related Instances"
0020,3401,CS,ModifyingDeviceID,1,"Modifying Device ID"
0020,3402,CS,ModifiedImageID,1,"Modified Image ID"
0020,3403,DA,ModifiedImageDate,1,"Modified Image Date"
0020,3404,LO,ModifyingDeviceManufacturer,1,"Modifying Device Manufacturer"
0020,3405,TM,ModifiedImageTime,1,"Modified Image Time"
0020,3406,LO,ModifiedImageDescription,1,"Modified Image Description"
0020,4000,LT,ImageComments,1,"Image Comments"
0020,5000,AT,OriginalImageIdentification,1-n,"Original Image Identification"
0020,5002,LO,OriginalImageIdentificationNomenclature,1-n,"Original Image Identification Nomenclature"
0020,9056,SH,StackID,1,"Stack ID"
0020,9057,UL,InStackPositionNumber,1,"In-Stack Position Number"
0020,9071,SQ,FrameAnatomySequence,1,"Frame Anatomy Sequence"
0020,9072,CS,FrameLaterality,1,"Frame Laterality"
0020,9111,SQ,FrameContentSequence,1,"Frame Content Sequence"
0020,9113,SQ,PlanePositionSequence,1,"Plane Position Sequence"
0020,9116,SQ,PlaneOrientationSequence,1,"Plane Orientation Sequence"
0020,9128,UL,TemporalPositionIndex,1,"Temporal Position Index"
0020,9153,FD,NominalCardiacTriggerDelayTime,1,"Nominal Cardiac Trigger Delay Time"
0020,9154,FL,NominalCardiacTriggerTimePriorToRPeak,1,"Nominal Cardiac Trigger Time Prior To R-Peak"
0020,9155,FL,ActualCardiacTriggerTimePriorToRPeak,1,"Actual Cardiac Trigger Time Prior To R-Peak"
0020,9156,US,FrameAcquisitionNumber,1,"Frame Acquisition Number"
0020,9157,UL,DimensionIndexValues,1-n,"Dimension Index Values"
0020,9158,LT,FrameComments,1,"Frame Comments"
0020,9161,UI,ConcatenationUID,1,"Concatenation UID"
0020,9162,US,InConcatenationNumber,1,"In-concatenation Number"
0020,9163,US,InConcatenationTotalNumber,1,"In-concatenation Total Number"
0020,9164,UI,DimensionOrganizationUID,1,"Dimension Organization UID"
0020,9165,AT,DimensionIndexPointer,1,"Dimension Index Pointer"
0020,9167,AT,FunctionalGroupPointer,1,"Functional Group Pointer"
0020,9170,SQ,UnassignedSharedConvertedAttributesSequence,1,"Unassigned Shared Converted Attributes Sequence"
0020,9171,SQ,UnassignedPerFrameConvertedAttributesSequence,1,"Unassigned Per-Frame Converted Attributes Sequence"
0020,9172,SQ,ConversionSourceAttributesSequence,1,"Conversion Source Attributes Sequence"
0020,9213,LO,DimensionIndexPrivateCreator,1,"Dimension Index Private Creator"
0020,9221,SQ,DimensionOrganizationSequence,1,"Dimension Organization Sequence"
0020,9222,SQ,DimensionIndexSequence,1,"Dimension Index Sequence"
0020,9228,UL,ConcatenationFrameOffsetNumber,1,"Concatenation Frame Offset Number"
0020,9238,LO,FunctionalGroupPrivateCreator,1,"Functional Group Private Creator"
0020,9241,FL,NominalPercentageOfCardiacPhase,1,"Nominal Percentage of Cardiac Phase"
